File,Line,R,V,Area
101.txt,0 0.153704 0.486486 0.174074 0.205405,0.1897395,0.0008964574725539917,0.02827518043176889
101.txt,0 0.451852 0.524324 0.177778 0.259459,0.2186185,0.0011904096439475606,0.037537357946411644
101.txt,0 0.62037 0.645946 0.174074 0.243243,0.2086585,0.0010843197941474367,0.03419495553863441
102.txt,0 0.885185 0.608108 0.0592593 0.0810811,0.0701702,0.0001224814721039499,0.0038671882195303446
102.txt,0 0.512963 0.205405 0.0555556 0.0864865,0.07102105,0.00012547070683856937,0.003961540123348638
102.txt,0 0.772222 0.181081 0.0925926 0.124324,0.10845830000000001,0.0002927079059711293,0.009238797905335857
102.txt,0 0.633333 0.832432 0.0518519 0.0756757,0.0637638,0.00010113215666871243,0.0031932892810721653
102.txt,0 0.914815 0.913514 0.0592593 0.0972973,0.0782783,0.0001524327259325109,0.004812521160081101
102.txt,0 0.683333 0.332432 0.166667 0.232432,0.1995495,0.0009916360604226434,0.03127455718360732
102.txt,0 0.559259 0.705405 0.177778 0.308108,0.242943,0.001470356695271444,0.04635522160229212
102.txt,0 0.937037 0.210811 0.0888889 0.118919,0.10390395,0.00026863083915267916,0.00847918278241044
102.txt,0 0.518519 0.0432432 0.0592593 0.0756757,0.0674675,0.00011322544725294482,0.0035750252771145274
102.txt,0 0.957407 0.775676 0.0703704 0.102703,0.0865367,0.00018630612985692932,0.005881533037404715
102.txt,0 0.368519 0.724324 0.181481 0.324324,0.25290250000000003,0.0015935201066339406,0.050233810888707355
102.txt,0 0.527778 0.116216 0.0555556 0.0702703,0.06291295,9.845046871160515e-05,0.0031086367793625056
102.txt,0 0.755556 0.727027 0.0518519 0.0810811,0.0664665,0.00010988961887349496,0.0034697285679804366
103.txt,0 0.748148 0.321622 0.103704 0.113514,0.10860900000000001,0.00029352227392606765,0.009264489883130032
103.txt,0 0.531482 0.340541 0.12963 0.151351,0.14049050000000002,0.0004912732680080566,0.015501859545491478
103.txt,0 0.785185 0.554054 0.0888889 0.124324,0.10660645,0.00028279314079700745,0.00892599921876165
103.txt,0 0.488889 0.635135 0.118519 0.156757,0.137638,0.0004715146682176336,0.014878754844156567
103.txt,0 0.37963 0.262162 0.1 0.145946,0.122973,0.000376342218886782,0.01187707277199397
103.txt,0 0.707407 0.210811 0.133333 0.151351,0.14234200000000002,0.0005043154806309725,0.0159131445828714
103.txt,0 0.683333 0.494595 0.1 0.124324,0.11216200000000001,0.00031305040755514257,0.00988055570220036
103.txt,0 0.355556 0.786487 0.133333 0.156757,0.145045,0.0005236629535958096,0.01652324742189497
103.txt,0 0.107407 0.272973 0.148148 0.2,0.174074,0.0007544373441259379,0.023798944669365298
103.txt,0 0.592593 0.608108 0.125926 0.156757,0.1413415,0.0004972465811686125,0.015690228680735295
103.txt,0 0.472222 0.232432 0.114815 0.140541,0.127678,0.00040570767591370424,0.01280330300092179
103.txt,0 0.303704 0.186486 0.133333 0.189189,0.161261,0.0006473899218546718,0.02042436572798179
104.txt,0 0.238889 0.686486 0.307407 0.356757,0.332082,0.002749406991192936,0.08661249580253826
104.txt,0 0.744444 0.527027 0.296296 0.362162,0.329229,0.00270230164991669,0.08513066915742533
104.txt,0 0.524074 0.481081 0.3 0.4,0.35,0.0030545809874999996,0.0962112750161874
105.txt,0 0.381481 0.486486 0.0666667 0.0648649,0.0657658,0.00010758423287113025,0.0033969573655832693
105.txt,0 0.374074 0.705405 0.0888889 0.113514,0.10120145,0.0002548326481385158,0.008043838666849455
105.txt,0 0.344444 0.116216 0.125926 0.102703,0.11431450000000001,0.00032518725373133916,0.010263429976146508
105.txt,0 0.644444 0.235135 0.133333 0.102703,0.11801800000000001,0.0003466101600321442,0.01093922065301319
105.txt,0 0.181481 0.367568 0.140741 0.108108,0.1244245,0.00038528372759605143,0.012159107266394386
105.txt,0 0.274074 0.456757 0.125926 0.102703,0.11431450000000001,0.00032518725373133916,0.010263429976146508
105.txt,0 0.825926 0.675676 0.140741 0.0864865,0.11361375,0.00032121071810860627,0.010137985615069327
105.txt,0 0.483333 0.340541 0.137037 0.108108,0.1225725,0.00037389356313433195,0.011799835952609403
105.txt,0 0.405556 0.216216 0.12963 0.0972973,0.11346365,0.00032036213218871444,0.010111215854515677
105.txt,0 0.814815 0.548649 0.140741 0.102703,0.121722,0.0003687201433459612,0.011636651834499703
105.txt,0 0.585185 0.721622 0.148148 0.124324,0.136236,0.00046195215968433066,0.01457718445264012
105.txt,0 0.261111 0.545946 0.12963 0.0864865,0.10805825,0.00029055156794441204,0.00917076872246476
105.txt,0 0.583333 0.454054 0.12963 0.108108,0.118869,0.0003516294193904296,0.011097549726150742
105.txt,0 0.453704 0.718919 0.151852 0.12973,0.140791,0.0004933784008892849,0.015568245396527526
106.txt,0 0.531482 0.702703 0.240741 0.345946,0.2933435,0.0021446478407980765,0.0675838331821124
106.txt,0 0.785185 0.57027 0.318519 0.47027,0.3943945,0.0038801069431067675,0.12216634511034151
106.txt,0 0.233333 0.591892 0.274074 0.394595,0.3343345,0.0027868859496388474,0.08779145947238108
107.txt,0 0.0351852 0.818919 0.062963 0.156757,0.10986000000000001,0.0003003262707933697,0.009479142907480488
107.txt,0 0.901852 0.808108 0.1 0.167568,0.13378400000000001,0.0004454637572947288,0.014057180936618546
107.txt,0 0.97963 0.894595 0.0407407 0.189189,0.11496485,0.0003288996942720861,0.010380542129856368
107.txt,0 0.422222 0.475676 0.125926 0.216216,0.171071,0.0007286129227845049,0.022984902693300543
107.txt,0 0.868519 0.651351 0.1 0.156757,0.1283785,0.0004101741701891344,0.012944177967452388
107.txt,0 0.557407 0.462162 0.151852 0.232432,0.19214199999999998,0.0009193223602296295,0.028995759923305827
107.txt,0 0.637037 0.689189 0.118519 0.2,0.1592595,0.0006314084873217481,0.019920515699601283
107.txt,0 0.344444 0.743243 0.133333 0.210811,0.172072,0.000737171020582639,0.023254676079165218
108.txt,0 0.305556 0.072973 0.0555556 0.0594595,0.05750755,8.225590778571367e-05,0.002597404644457842
108.txt,0 0.424074 0.808108 0.0481481 0.0702703,0.0592092,8.719712213406554e-05,0.002753393404356759
108.txt,0 0.461111 0.572973 0.062963 0.0756757,0.06931935,0.00011952829757333892,0.0037739734869937525
108.txt,0 0.255556 0.640541 0.0666667 0.0918919,0.0792793,0.00015635753733250998,0.004936390355200081
108.txt,0 0.333333 0.394595 0.303704 0.443243,0.3734735,0.003478749459385745,0.109549264142014
108.txt,0 0.646296 0.418919 0.351852 0.524324,0.43808800000000003,0.004789260504427882,0.15073447611456345
109.txt,0 0.012963 0.235135 0.0259259 0.0702703,0.0480981,5.7535757522978716e-05,0.0018169614925769516
109.txt,0 0.0740741 0.0459459 0.0814815 0.0918919,0.0866867,0.00018695280670692654,0.005901940438437336
109.txt,0 0.435185 0.37027 0.062963 0.0810811,0.07202205,0.0001290336217070277,0.004073998257163342
109.txt,0 0.190741 0.0594595 0.0703704 0.0972973,0.08383385,0.00017484577757302333,0.00551986814648014
109.txt,0 0.224074 0.275676 0.0555556 0.0756757,0.06561565,0.0001070934030193211,0.003381463875140665
109.txt,0 0.474074 0.762162 0.0518519 0.0756757,0.0637638,0.00010113215666871243,0.0031932892810721653
109.txt,0 0.266667 0.151351 0.0740741 0.0864865,0.0802803,0.00016033227084015722,0.005061833489809305
109.txt,0 0.675926 0.743243 0.0481481 0.0702703,0.0592092,8.719712213406554e-05,0.002753393404356759
109.txt,0 0.262963 0.0648649 0.0740741 0.118919,0.09649655,0.00023167943701115167,0.007313301099078991
109.txt,0 0.196296 0.162162 0.0666667 0.0972973,0.081982,0.00016720389270763022,0.005278699009775098
109.txt,0 0.459259 0.881081 0.0666667 0.0756757,0.07117119999999999,0.00012600196218425863,0.003978308504778339
109.txt,0 0.52037 0.481081 0.062963 0.0864865,0.07472475,0.00013890280952558255,0.004385497046216817
109.txt,0 0.316667 0.935135 0.0555556 0.0756757,0.06561565,0.0001070934030193211,0.003381463875140665
109.txt,0 0.983333 0.702703 0.0333333 0.0864865,0.0599099,8.927371110405248e-05,0.0028189480391583054
109.txt,0 0.0740741 0.113514 0.0888889 0.118919,0.10390395,0.00026863083915267916,0.00847918278241044
109.txt,0 0.587037 0.389189 0.0777778 0.0972973,0.08753754999999999,0.00019064219127825298,0.006018366843606311
109.txt,0 0.924074 0.716216 0.0703704 0.0810811,0.07572575000000001,0.00014265040790766045,0.0045037787561454275
109.txt,0 0.692593 0.4 0.0814815 0.118919,0.10020024999999999,0.0002498132358940956,0.007885468324933989
109.txt,0 0.966667 0.859459 0.0666667 0.0972973,0.081982,0.00016720389270763022,0.005278699009775098
109.txt,0 0.946296 0.424324 0.0851852 0.102703,0.0939441,0.00021958028486472343,0.006931526719621111
109.txt,0 0.259259 0.459459 0.0740741 0.0972973,0.0856857,0.00018265854102864586,0.005766424091090545
109.txt,0 0.87037 0.964865 0.0740741 0.0702703,0.07217219999999999,0.00012957236387721343,0.004091002729516581
109.txt,0 0.525926 0.821622 0.0592593 0.0864865,0.07287289999999999,0.00013210134316564244,0.004170825180830045
109.txt,0 0.746296 0.491892 0.0777778 0.0972973,0.08753754999999999,0.00019064219127825298,0.006018366843606311
109.txt,0 0.72037 0.881081 0.0851852 0.108108,0.0966466,0.00023240081175200894,0.0073360628250851755
109.txt,0 0.27037 0.335135 0.0592593 0.0864865,0.07287289999999999,0.00013210134316564244,0.004170825180830045
109.txt,0 0.666667 0.559459 0.0666667 0.0918919,0.0792793,0.00015635753733250998,0.004936390355200081
109.txt,0 0.351852 0.513514 0.0666667 0.108108,0.08738735,0.00018998828447191985,0.005997731512188403
109.txt,0 0.32037 0.705405 0.0777778 0.102703,0.0902404,0.0002026013934179209,0.006395756262702189
109.txt,0 0.0592593 0.221622 0.0666667 0.0756757,0.07117119999999999,0.00012600196218425863,0.003978308504778339
109.txt,0 0.133333 0.464865 0.0666667 0.0864865,0.0765766,0.00014587511412214477,0.004605555719508949
109.txt,0 0.107407 0.7 0.0666667 0.0810811,0.07387389999999999,0.00013575659757367937,0.004286195102701702
109.txt,0 0.418519 0.77027 0.0740741 0.0918919,0.082983,0.00017131342237784543,0.0054083917810079825
109.txt,0 0.140741 0.92973 0.0740741 0.0864865,0.0802803,0.00016033227084015722,0.005061833489809305
109.txt,0 0.514815 0.940541 0.0592593 0.0756757,0.0674675,0.00011322544725294482,0.0035750252771145274
11.txt,0 0.414815 0.262162 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.122222 0.027027 0.0518519 0.0540541,0.052953,6.973991041578199e-05,0.002202272322277929
11.txt,0 0.648148 0.456757 0.0518519 0.0594595,0.0556557,7.704238259979508e-05,0.0024328155336506615
11.txt,0 0.501852 0.708108 0.0333333 0.0432432,0.03828825,3.645659842021494e-05,0.0011513859227231511
11.txt,0 0.598148 0.278378 0.0481481 0.0594595,0.0538038,7.199947732419322e-05,0.0022736090050063094
11.txt,0 0.833333 0.259459 0.0444444 0.0540541,0.04924925,6.032336556910635e-05,0.0019049743118581888
11.txt,0 0.353704 0.0918919 0.0407407 0.0540541,0.0473974,5.587125118247382e-05,0.0017644075979648284
11.txt,0 0.761111 0.27027 0.0333333 0.0432432,0.03828825,3.645659842021494e-05,0.0011513859227231511
11.txt,0 0.698148 0.313514 0.0407407 0.0540541,0.0473974,5.587125118247382e-05,0.0017644075979648284
11.txt,0 0.87037 0.456757 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.362963 0.816216 0.0444444 0.0540541,0.04924925,6.032336556910635e-05,0.0019049743118581888
11.txt,0 0.32037 0.367568 0.0407407 0.0648649,0.0528028,6.934474996089977e-05,0.002189796648532417
11.txt,0 0.538889 0.691892 0.0333333 0.0432432,0.03828825,3.645659842021494e-05,0.0011513859227231511
11.txt,0 0.540741 0.616216 0.0444444 0.0540541,0.04924925,6.032336556910635e-05,0.0019049743118581888
11.txt,0 0.748148 0.456757 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.622222 0.575676 0.037037 0.0486486,0.0428428,4.564759782784273e-05,0.0014416026579050292
11.txt,0 0.653704 0.332432 0.0555556 0.0702703,0.06291295,9.845046871160515e-05,0.0031086367793625056
11.txt,0 0.455556 0.308108 0.0444444 0.0540541,0.04924925,6.032336556910635e-05,0.0019049743118581888
11.txt,0 0.222222 0.543243 0.0296296 0.0378378,0.0337337,2.8298013008874074e-05,0.0008937536698380659
11.txt,0 0.364815 0.656757 0.0407407 0.0594595,0.050100099999999995,6.242617215773575e-05,0.00197136511380668
11.txt,0 0.305556 0.0405405 0.0407407 0.0594595,0.050100099999999995,6.242617215773575e-05,0.00197136511380668
11.txt,0 0.385185 0.556757 0.037037 0.0540541,0.045545550000000004,5.158985397142057e-05,0.001629227691976831
11.txt,0 0.398148 0.427027 0.0333333 0.0540541,0.0436937,4.747916573219128e-05,0.0014994345938941964
11.txt,0 0.22037 0.0756757 0.0555556 0.0864865,0.07102105,0.00012547070683856937,0.003961540123348638
11.txt,0 0.288889 0.172973 0.0592593 0.0972973,0.0782783,0.0001524327259325109,0.004812521160081101
11.txt,0 0.985185 0.0540541 0.0296296 0.0864865,0.05805805,8.383865991265366e-05,0.0026473707824583963
11.txt,0 0.231481 0.413514 0.0407407 0.0594595,0.050100099999999995,6.242617215773575e-05,0.00197136511380668
11.txt,0 0.744444 0.213514 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.292593 0.759459 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.6 0.786487 0.037037 0.0486486,0.0428428,4.564759782784273e-05,0.0014416026579050292
11.txt,0 0.0555556 0.0675676 0.0518519 0.0810811,0.0664665,0.00010988961887349496,0.0034697285679804366
11.txt,0 0.672222 0.7 0.0407407 0.0486486,0.04469465,4.967985035678374e-05,0.001568920590695295
11.txt,0 0.712963 0.554054 0.0407407 0.0486486,0.04469465,4.967985035678374e-05,0.001568920590695295
11.txt,0 0.959259 0.440541 0.0592593 0.0810811,0.0701702,0.0001224814721039499,0.0038671882195303446
11.txt,0 0.5 0.254054 0.0444444 0.0540541,0.04924925,6.032336556910635e-05,0.0019049743118581888
11.txt,0 0.0925926 0.578378 0.037037 0.0540541,0.045545550000000004,5.158985397142057e-05,0.001629227691976831
11.txt,0 0.511111 0.472973 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.0148148 0.432432 0.0296296 0.0648649,0.047247250000000005,5.551775117107154e-05,0.0017532463877618766
11.txt,0 0.0518519 0.662162 0.0518519 0.0702703,0.06106109999999999,9.273848022340507e-05,0.002928324013047779
11.txt,0 0.433333 0.145946 0.0592593 0.0864865,0.07287289999999999,0.00013210134316564244,0.004170825180830045
11.txt,0 0.225926 0.724324 0.037037 0.0540541,0.045545550000000004,5.158985397142057e-05,0.001629227691976831
11.txt,0 0.581481 0.821622 0.037037 0.0432432,0.0401401,4.006904332497391e-05,0.001265455219854281
11.txt,0 0.190741 0.767568 0.0407407 0.0540541,0.0473974,5.587125118247382e-05,0.0017644075979648284
11.txt,0 0.540741 0.135135 0.0518519 0.0648649,0.058358400000000005,8.470856403471772e-05,0.002674832763907279
11.txt,0 0.712963 0.505405 0.0407407 0.0594595,0.050100099999999995,6.242617215773575e-05,0.00197136511380668
11.txt,0 0.209259 0.586486 0.0407407 0.0594595,0.050100099999999995,6.242617215773575e-05,0.00197136511380668
11.txt,0 0.507407 0.837838 0.0444444 0.0540541,0.04924925,6.032336556910635e-05,0.0019049743118581888
11.txt,0 0.898148 0.721622 0.0555556 0.0702703,0.06291295,9.845046871160515e-05,0.0031086367793625056
11.txt,0 0.962963 0.52973 0.0592593 0.0756757,0.0674675,0.00011322544725294482,0.0035750252771145274
11.txt,0 0.496296 0.421622 0.0444444 0.0540541,0.04924925,6.032336556910635e-05,0.0019049743118581888
11.txt,0 0.0185185 0.759459 0.037037 0.0594595,0.04824825,5.7895617399326014e-05,0.0018283233800649103
11.txt,0 0.525926 0.0324324 0.0444444 0.0648649,0.05465465,7.429522086252042e-05,0.0023460870179333234
11.txt,0 0.107407 0.689189 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.835185 0.359459 0.0555556 0.0702703,0.06291295,9.845046871160515e-05,0.0031086367793625056
11.txt,0 0.67963 0.745946 0.0481481 0.0540541,0.051101099999999997,6.494620533507343e-05,0.0020509278336569114
11.txt,0 0.875926 0.578378 0.0481481 0.0648649,0.0565065,7.941644108957219e-05,0.002507764195239592
11.txt,0 0.896296 0.327027 0.0518519 0.0702703,0.06106109999999999,9.273848022340507e-05,0.002928324013047779
11.txt,0 0.918519 0.567568 0.0518519 0.0756757,0.0637638,0.00010113215666871243,0.0031932892810721653
11.txt,0 0.718518 0.632432 0.0592593 0.0756757,0.0674675,0.00011322544725294482,0.0035750252771145274
11.txt,0 0.798148 0.521622 0.062963 0.0810811,0.07202205,0.0001290336217070277,0.004073998257163342
11.txt,0 0.666667 0.227027 0.0518519 0.0756757,0.0637638,0.00010113215666871243,0.0031932892810721653
11.txt,0 0.0555556 0.159459 0.0592593 0.0810811,0.0701702,0.0001224814721039499,0.0038671882195303446
11.txt,0 0.614815 0.516216 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.544444 0.505405 0.0518519 0.0702703,0.06106109999999999,9.273848022340507e-05,0.002928324013047779
11.txt,0 0.437037 0.727027 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.127778 0.408108 0.0407407 0.0594595,0.050100099999999995,6.242617215773575e-05,0.00197136511380668
11.txt,0 0.774074 0.0864865 0.0592593 0.0756757,0.0674675,0.00011322544725294482,0.0035750252771145274
11.txt,0 0.203704 0.321622 0.0518519 0.0702703,0.06106109999999999,9.273848022340507e-05,0.002928324013047779
11.txt,0 0.977778 0.232432 0.0444444 0.0756757,0.060060050000000004,8.97218753756778e-05,0.002833095799543997
11.txt,0 0.351852 0.291892 0.0592593 0.0756757,0.0674675,0.00011322544725294482,0.0035750252771145274
11.txt,0 0.0462963 0.416216 0.0481481 0.0756757,0.0619119,9.534154596052849e-05,0.003010496632357811
11.txt,0 0.516667 0.754054 0.0407407 0.0594595,0.050100099999999995,6.242617215773575e-05,0.00197136511380668
11.txt,0 0.133333 0.564865 0.0444444 0.0594595,0.05195195,6.712745606477306e-05,0.002119793655453813
11.txt,0 0.805556 0.708108 0.0481481 0.0648649,0.0565065,7.941644108957219e-05,0.002507764195239592
11.txt,0 0.655556 0.562162 0.0444444 0.0648649,0.05465465,7.429522086252042e-05,0.0023460870179333234
11.txt,0 0.431481 0.456757 0.0481481 0.0702703,0.0592092,8.719712213406554e-05,0.002753393404356759
11.txt,0 0.496296 0.57027 0.0518519 0.0702703,0.06106109999999999,9.273848022340507e-05,0.002928324013047779
11.txt,0 0.109259 0.797297 0.0481481 0.0594595,0.0538038,7.199947732419322e-05,0.0022736090050063094
11.txt,0 0.224074 0.478378 0.0481481 0.0594595,0.0538038,7.199947732419322e-05,0.0022736090050063094
11.txt,0 0.67037 0.140541 0.0518519 0.0756757,0.0637638,0.00010113215666871243,0.0031932892810721653
11.txt,0 0.140741 0.837838 0.0444444 0.0648649,0.05465465,7.429522086252042e-05,0.0023460870179333234
11.txt,0 0.366667 0.440541 0.0444444 0.0702703,0.05735735,8.18266854652036e-05,0.0025838543992967177
110.txt,0 0.255556 0.102703 0.266667 0.205405,0.236036,0.0013878562669185927,0.043756882612052746
110.txt,0 0.501852 0.472973 0.574074 0.72973,0.651902,0.010624556094424125,0.3337755407937759
